sourse_link,code,title,text,image,pub_date,author,tags
sourse_link,code,title,text,image,pub_date,author,tags
https://ria.ru/20210107/gazoprovod-1592261061.html,1592261061,"Укладка труб ""Северного потока — 2"" возобновится в водах Дании 15 января","МОСКВА, 7 янв — РИА Новости. Датское энергетическое агентство (DEA) подтвердило, что получило график дальнейшего строительства ""Северного потока — 2"". Ранее Датское морское управление сообщило, что укладку недостроенного участка 15 января начнет судно ""Фортуна"". Там также отмечали, что в месте производства работ создадут временную запретную зону на 200 метров в каждую сторону от двух веток. В этих районах будут запрещены работы на морском дне, несанкционированное плавание, ныряние, постановка на якорь, а также рыбная ловля. ""Северный поток — 2"" предполагает строительство двух ниток газопровода общей мощностью 55 миллиардов кубометров газа в год от побережья России через Балтийское море до Германии. Против проекта активно выступают США, продвигающие в ЕС свой сжиженный природный газ, а также Украина и ряд европейских стран. Вашингтон ввел санкции против газопровода. Проект реализует Nord Stream 2 AG с единственным акционером — ""Газпромом"". Европейские партнеры — Royal Dutch Shell, OMV, Engie, Uniper и Wintershall — финансировали строительство наполовину, то есть на сумму до 950 миллионов евро каждый. В декабре 2020 года оператор проекта при помощи трубоукладчика ""Фортуна"" уложил один из двух недостроенных участков газопровода — в водах Германии. Это же судно планируется задействовать на последнем незавершенном отрезке, в датских водах.",https://cdn24.img.ria.ru/images/07e4/0c/18/1590726254_0:0:3334:2048_1440x900_80_0_1_cd28e598c28f44d02c018863ee6c6c24.jpg?source-sid=reuters_photo,07.01.2021 17:37,,
https://euro2020.ria.ru/20201230/konkurs-1591630581.html,1591630581,Творческий взгляд на Евро: итоги конкурса дизайнеров атрибутики,"ЕВРО-2020. Елена Золотарева из Белгорода стала победителем творческого конкурса, объявленного оргкомитетом матчей чемпионата Европы по футболу в Санкт-Петербурге, сообщается в релизе организаторов. Условия конкурса предлагали дизайнерам отразить в своих работах собственное видение международного футбольного турнира и разработать коллекцию из шести предметов: футболка, толстовка, ветровка, панама, шарф и поясная сумка. Всего на конкурс было прислано 144 проекта. Оценивало их специальное жюри, в составе которого, кроме прочих, были представлены генеральный директор оргкомитета Евро-2020 в Санкт-Петербурге Алексей Сорокин и экс-нападающий сборной России, участник Евро-2004 и Евро-2008 Дмитрий Сычев. Кроме того, свои оценки выставляли и пользователи соцсетей Евро в Санкт-Петербурге. Лучшей была признана работа Елены Золотаревой, которая представила минималистичный проект с интересным графическим принтом. Второе место получил проект Анны Васильковой из Санкт-Петербурга — патриотичный дизайн в цветах российского триколора. Бронза досталась коллекции ""Гражданин футбола"" Елены Мжачих. Зрители отдали предпочтение работе ""Наши парни"" Ирины Черкашиной, а Анна  Кошелева, выступившая в роли внешнего эксперта, — стильным образам ""Открывай Санкт-Петербург"" Александра Прайса. ""Было очень интересно отсматривать присланные работы. Несмотря на то что задание было у всех одно, конкурсанты выполнили его по-разному, что мы и увидели на примере проектов победителей. Думаю, что каждый из пяти проектов, выбранных жюри и зрителями, можно смело запускать в продакшен"", — рассказал Дмитрий Сычев. ""При разработке коллекции я вспомнила чемпионат мира по футболу в России, когда все вокруг напоминало настоящий карнавал! Хотелось отразить дух нашего северного, холодного и вместе с этим гостеприимного города. Именно поэтому, помимо голубого, в моем проекте много ярких цветов и паттернов, — поделилась бронзовый призер конкурса Елена Мжачих из Санкт-Петербурга. — Очень хотелось, чтобы коллекция подошла разным людям, где каждый может выбрать аксессуар по душе: веселую и пеструю панаму или лаконичную черную футболку"". Пять лучших дизайнеров посетят матчи Евро-2020 в Санкт-Петербурге.",https://cdn21.img.ria.ru/images/07e4/0c/1e/1591630479_0:0:3095:2048_1440x900_80_1_1_36dc9d7f7bb7f84dfe95e0bf06ff7782.jpg?source-sid=rian_photo,30.12.2020 18:15,,
https://euro2020.ria.ru/20201231/tsiskaridze-1591680510.html,1591680510,Николай Цискаридзе рассказал о любимых местах Санкт-Петербурга,"ЕВРО-2020. Педагог, премьер балета Большого театра в 1992–2013 годах, народный артист России Николай Цискаридзе специально для портала welcome2020.ru рассказал о своих любимых местах российской столицы чемпионата Европы по футболу. Петербург сам по себе город-музей. Поэтому первое, что очень важно, — погулять по центру, погулять по набережной Невы. Второе: сердце Петербурга — это, конечно, Эрмитаж, Зимний дворец. Мне кажется, что красивее, чем Зимний дворец, мало что можно придумать. Третье: любой человек, который приезжает в Петербург, должен посетить Заячий остров. Здесь стоит Петропавловская крепость, именно с нее в 1703 году началась история этого города. Там есть различные музеи, но я бы советовал посетить музей города, это очень интересно.",https://cdn22.img.ria.ru/images/07e4/0c/1f/1591679986_0:0:3061:2048_1440x900_80_1_1_2f8973dc872799320d5bb25a48a13d1c.jpg?source-sid=rian_photo,31.12.2020 11:00,,
https://euro2020.ria.ru/20210102/ibragimovich-1591822443.html,1591822443,"Ибрагимович может вернуться в сборную Швеции, чтобы сыграть на Евро-2020","ЕВРО-2020. Нападающий ""Милана"" Златан Ибрагимович может возобновить выступления за сборную Швеции по футболу, чтобы выступить на чемпионате Европы, сообщает La Gazzetta dello Sport. Ибрагимович объявил о завершении карьеры в национальной команде в 2016 году. Ранее форвард подвергал критике главного тренера сборной Швеции Янне Андерссона, однако, по данным издания, сейчас ситуация изменилась. Ибрагимович провел за сборную Швеции 116 матчей, в которых забил 62 гола. На групповом этапе чемпионата Европы, который перенесен с 2020 на 2021 год из-за коронавируса, шведы сыграют с командами Испании, Польши и Словакии.",https://cdn24.img.ria.ru/images/rsport/113655/66/1136556677_0:0:2000:3000_1440x900_80_1_1_b7e58191087190bc7a7c569eaa881b14.jpg?source-sid=rian_photo,02.01.2021 14:09,,
https://ria.ru/20210107/poroshenko-1592237301.html,1592237301,Порошенко эмоционально отреагировал на штурм Капитолия,"МОСКВА, 7 янв — РИА Новости. Экс-президент Украины и лидер партии ""Европейская солидарность"" Петр Порошенко назвал штурм Капитолия в Вашингтоне сторонниками Дональда Трампа вызовом для американской демократии. Депутат Верховной рады также добавил, что он глубоко шокирован случившимся. ""Четкое подтверждение ужасных последствий политической безответственности, насильственной и эгоистичной риторики"", — написал он в Twitter. Он также выразил уверенность, что американский народ ""встанет на защиту демократии, свободы и правопорядка"". ""Украина солидарна с Вами!"" — отметил он. Накануне сторонники действующего президента Дональда Трампа во время демонстрации в Вашингтоне в его поддержку штурмовали здание конгресса, прервав заседание, в ходе которого планировалось утвердить итоги выборов и победу Джо Байдена. Конгрессменов эвакуировали, против протестующих применили слезоточивый газ и светошумовые гранаты. По данным полиции, погибли четыре человека. Сегодня конгресс утвердил победу Байдена на президентских выборах. Это решение окончательно закрывает конституционные возможности для оспаривания результатов голосования. Трамп заявил, что не согласен с результатами выборов, но добавил, что 20 января произойдет упорядоченная передача власти.",https://cdn23.img.ria.ru/images/07e5/01/07/1592207990_0:0:3072:2048_1440x900_80_1_1_322b6e0e40b8d853ed3efb7f14b33a8e.jpg?source-sid=rian_photo,07.01.2021 14:32,,
https://euro2020.ria.ru/20210102/van-deyk-1591852001.html,1591852001,Де Бур: Ван Дейк может сыграть в первом матче сборной Нидерландов на Евро,"ЕВРО-2020. Главный тренер сборной Нидерландов по футболу Франк де Бур рассказал, что защитник ""Ливерпуля"" Вирджил ван Дейк, восстанавливающийся после травмы колена, имеет шанс сыграть в первом матче национальной команды на чемпионате Европы. Ван Дейк выбыл на длительное время из-за травмы крестообразных связок, полученной в октябре в матче английской премьер-лиги с ""Эвертоном"" (2:2). В пятницу главный тренер ""Ливерпуля"" Юрген Клопп заявил, что 29-летний защитник делает успехи в восстановлении. На групповом этапе Евро-2020 соперниками сборной Нидерландов будут команды Австрии, Украины и Северной Македонии. В первом матче нидерландцы 13 июня сыграют с украинцами.",https://cdn25.img.ria.ru/images/155973/30/1559733094_0:0:2592:1936_1440x900_80_0_1_e1ba3fd8b96bc89684be2bf60eb5689b.jpg?source-sid=,02.01.2021 22:14,,
https://ria.ru/20210107/vizit-1592255488.html,1592255488,"Начальник ГРУ рассказал о самом сложном  ""да"" из-за визита Путина в Сирию","МОСКВА, 7 янв — РИА Новости. Начальник главного разведывательного управления Генштаба Игорь Костюков в интервью телеканалу ""Россия 1"" рассказал, что самым сложным ""да"" в его жизни стала готовность гарантировать безопасность Владимира Путина во время поездки в Сирию в январе прошлого года. ""Это было очень сложно. Было много неясных моментов. Ну, хочу сказать, что в этой работе было много других структур, которые тоже несли ответственность. Это все консолидировалось в одном месте, но работу эту осуществляли и федеральная служба охраны, и другие структуры, и наши партнеры, сирийские партнеры и коллеги"", — отметил Костюков. При этом он подчеркнул, что круг людей, которые участвовали в операции, был предельно узким, и все отнеслись к задаче максимально ответственно. ""У нас не было права на ошибку, не то, что на ошибку, а на малейший сбой"", — добавил начальник ГРУ. В январе прошлого года Путин посетил Дамаск. Из аэропорта глава государства направился в командный пункт российской группировки войск в Сирии, где его ожидал сирийский президент Башар Асад. После переговоров лидеры двух государств прогулялись по улицам сирийской столицы. Путин также посетил Омейядскую мечеть и старейший кафедральный собор Девы Марии в христианском квартале Дамаска.",https://cdn23.img.ria.ru/images/156317/99/1563179941_0:0:3298:2048_1440x900_80_1_1_7bb0a77c87ef4690b249faf0c13be263.jpg?source-sid=rian_photo,07.01.2021 16:42,,
https://ria.ru/20210107/ubiystvo-1592239860.html,1592239860,Россиянка убила новорожденную внучку и выбросила в мусор,"МОСКВА, 7 янв — РИА Новости. В Пермском крае женщину подозревают в убийстве собственной внучки. Об этом сообщается на сайте регионального Следственного управления СК. Тело младенца с признаками насильственной смерти нашли 2 января в городе Чернушке. По данным следствия, в конце декабря 59-женщина убила новорожденную внучку, которую дома родила ее 37-летняя дочь. ""Скрывая следы преступления, подозреваемая положила тело ребенка в коробку и выбросила в контейнер для мусора"", — отмечается на сайте. О случившемся в органы сообщили соседи. Сейчас женщина дает признательные показания. Против нее возбуждено уголовное дело по статье ""Убийство малолетнего"".",https://cdn25.img.ria.ru/images/148345/75/1483457537_0:0:3077:2048_1440x900_80_1_1_7ecec8be4648fe8f4e45145f93a92d45.jpg?source-sid=rian_photo,07.01.2021 14:55,,
https://ria.ru/20210107/napitki-1592216165.html,1592216165,"Диетологи рассказали, что нужно пить по утрам","МОСКВА, 7 янв  — РИА Новости. Опрошенные РИА Новости диетологи разобрали по ингредиентам самые популярные зимние напитки и определили, что нельзя пить сидя на диване, почему какао можно употреблять вместо кофе хоть каждый день и взрослым, и детям и почему лучше варить безалкогольный глинтвейн из гранатового сока. С началом похолодания и в период зимних каникул в меню всех заведений появляются напитки для новогоднего настроения. Среди них: глинтвейн, какао, горячий шоколад и облепиховый чай. РИА Новости разобрали с диетологами каждый из этих напитков по составу, чтобы определить влияние их ингредиентов на организм. Безалкогольный вариант глинтвейна готовят на основе сока, чаще всего вишневого (взамен красного вина) или виноградного (взамен белого), с добавлением нарезанных фруктов: апельсинов, яблок, лимона и пряностей: мускатного ореха, гвоздики, корицы, имбиря. Как отмечает диетолог Маргарита Королева, глинтвейн можно готовить из любого сока, все зависит от вкусовых предпочтений и от индивидуальных особенностей, надо учитывать, что все соки имеют разный набор полезных компонентов и сахара. ""Для людей, которые имеют проблемы с углеводным обменом, виноградный сок, скорее, не подойдет, потому что он содержит самое большое количество сахара. Более низкий гликемический индекс у вишневого сока, а гранатовый сок — великолепный выбор, он позволит получить и витамины, и минералы, и антиоксиданты, и биологически активные компоненты, которые в горячем виде позволят человеку согреться и взбодриться"", — сказала Королева. Но, по мнению диетологов, самым главным и полезным, что есть в составе глинтвейна, остаются специи. Он добавил, что остальные ингредиенты — фрукты, ягоды играют уже меньшую роль, они, скорее, добавляют вкус, чем приносят какую-то пользу. Как правило, для приготовления глинтвейна используют сухое вино с невысоким составом спирта — до 13%.  Как отметила Королева, напиток получается невысокой калорийности, около 150 килокалорий, но есть одно ""но"": алкоголь в составе глинтвейна повышает аппетит, поэтому есть риск употребить лишнюю пищу. Молоко, какао-порошок и при желании сахар — вот и весь рецепт какао, при этом опрошенные РИА Новости диетологи сходятся во мнении, что этот простой напиток несет в себе очень много витаминов и полезных компонентов. ""По составу в этом напитке содержатся витамины, микроэлементы, минеральные вещества, там очень много  антиоксидантов. В основном витамины: А, Е, витамин К, также витамины группы В, которые играют большое значение в обмене веществ, нормализации водно-солевого баланса, обладают иммуностимулирующим эффектом"", — рассказала Королева. Также, по ее словам, в составе и кальций, и фосфор, что важно для детского организма, они позволяют правильно строить костную массу. Помимо этого, содержащийся в какао калий полезен для сосудистой системы, а в молоке достаточно жиров и микроэлементов для роста и развития юного организма. А еще в нем меньше кофеина, чем в чае и кофе, поэтому его можно пить детям, начиная с трех лет, и людям с проблемами с давлением и сердечными ритмами. Также, как отмечает диетолог Королева, благодаря какао-порошку регулируется тонус сосудистой стенки и в то же время повышается общий тонус организма. ""Повышается общая трудоспособность, настроение, улучшается память, хорошо концентрируется внимание, и на какой-то промежуток времени это еще и сытно к тому же"", — рассказала она. При этом диетологи единогласно предупреждают, что все эти полезные свойства есть только в натуральном какао-порошке. А неорганический, сделанный на производстве, и непонятно откуда какао-порошок, может, наоборот, навредить и вызвать аллергию. А вот к его ""собрату"" — горячему шоколаду — Обложко советует относиться с осторожностью. В составе этого напитка ягоды облепихи, горячая вода или чай и специи, что, по мнению диетологов, обеспечит заряд витаминов и повысит иммунитет, а это особенно необходимо зимой. Помимо этого, облепиха богата витамином А, также в ее составе бета-каротин и жирорастворимые витамины: Е и К. ""Этот напиток с добавлением пряностей и специй оставит яркие вкусовые впечатления, тонизирует и даже позволит насытиться. Потому что он получается достаточно плотным — с одной стороны, напиток, а с дрогой стороны — как десерт"", — отметила диетолог Королева.",https://cdn24.img.ria.ru/images/80006/75/800067515_0:0:1200:800_1440x900_80_1_1_8a20eaae36f99db5fa738dd973a9b9d9.jpg?source-sid=rian_photo,07.01.2021 11:10,,
https://rsport.ria.ru/20210107/ubiystvo-1592235529.html,1592235529,В Дагестане в массовой драке погиб боец ММА,"МОСКВА, 7 янв — РИА Новости. В махачкалинском поселке Тарки в массовой драке погиб боец смешанного стиля Керим Хайруллаев, сообщает ""АиФ Дагестан"". Известно, что спортсмен погиб от ножевого ранения. Подозреваемый в убийстве задержан. По факту убийства возбуждено уголовное дело. ""По факту убийства Керима Хайруллаева в поселке Тарки города Махачкалы 6 января в 21:00 следственным управлением СК России по Дагестану возбуждено уголовное дело по с. 1 ст. 105 УК РФ (убийство). По подозрению в совершении данного преступления задержан 19-летний житель Махачкалы"", - сообщил старший помощник руководителя следственного управления по региону Расул Темирбеков. Помимо этого, сотрудники правоохранительных органов также задержали около десяти участников драки.",https://cdn25.img.ria.ru/images/07e4/0a/02/1578127093_0:0:3077:2048_1440x900_80_1_1_fcea5c23ec4fb1af94ae481f389679eb.jpg?source-sid=rian_photo,07.01.2021 14:18,,
https://ria.ru/20210107/moshenniki-1592203437.html,1592203437,Мошенники придумали новую схему обмана по телефону,"МОСКВА, 7 янв — РИА Новости. Мошенники придумали новую схему обмана россиян: теперь они звонят с незнакомых номеров и скидывают трубку, чтобы обойти системы идентификации и заставить потенциальную жертву самостоятельно связаться с ними, рассказал РИА Новости ведущий эксперт ""Лаборатории Касперского"" Сергей Голованов. Согласно статистике Kaspersky Who Calls, в России в этом году среди всех входящих с неизвестных номеров доля спама составила 63%, а доля звонков с подозрением на мошенничество — 5,9%. При этом злоумышленники активно пользовались технологией подмены номера. Чаще всего они указывали телефоны финансовых организаций, государственных учреждений или юридических лиц. По словам Голованова, такие системы изначально анализировали только входящие звонки. ""А исходящие — нет, потому что никто не думал, что люди сами начнут звонить мошенникам. Но злоумышленники воспользовались этой возможностью, теперь они звонят и бросают трубку. Если человек перезванивает сам, злоумышленники начинают использовать традиционные методы социальной инженерии: представляются сотрудниками службы безопасности банка, пытаются выведать конфиденциальные данные пользователя или убедить перевести деньги на счета мошенников"", — сообщил он. Чаще всего, по его словам, злоумышленники звонят через пулы телефонных номеров, которые относятся к интернет-телефонии. Подмена номера позволяет скрыть местоположение, настоящий телефонный номер звонящего. ""Злоумышленники могут использовать и обычные сим-карты, но в этом случае сотовые операторы их могут оперативно заблокировать"", — отметил он.",https://cdn23.img.ria.ru/images/150636/77/1506367726_0:0:3008:2000_1440x900_80_0_1_ee75bc5583b87e3798d72efacfcd945e.jpg?source-sid=Fotolia,07.01.2021 08:13,,
https://ria.ru/20210107/vykhodnoy-1592215328.html,1592215328,Депутат Госдумы предложила сделать 12 апреля выходным днем,"МОСКВА, 7 янв — РИА Новости. Герой России, летчик-космонавт, депутат Госдумы Елена Серова  предложила сделать выходным День космонавтики 12 апреля. Так она прокомментировала идею партии ""Коммунисты России"", которые считают, что 12 апреля следует сделать Днем национальной гордости. Серова эту инициативу не поддержала.",https://cdn21.img.ria.ru/images/16371/12/163711207_0:0:3543:3289_1440x900_80_1_1_22ecbd5f751ca5632679da053bacbf0d.jpg?source-sid=rian_photo,07.01.2021 11:03,,
https://ria.ru/20210107/lukashenko-1592230743.html,1592230743,"Лукашенко надеется, что 2020 год больше не повторится","МИНСК, 7 янв — РИА Новости. Президент Белоруссии Александр Лукашенко выразил надежду, что год, подобный 2020-му, больше не повторится. Об этом он заявил во время посещения минского храма Воздвижения Креста Господня. По его мнению, белорусам был нужен такой 2020 год, чтобы они ""поняли, взявшись за ум, и подумали над будущим"". Он пожелал, чтобы наступивший год был лучше предыдущего. ""И он будет лучшим, если мы не просто захотим, а сделаем все необходимое, зависящее от каждого из нас так, чтобы этот год был лучше. Но самое главное — берегите друг друга, своих родных, близких"", — заключил Лукашенко. С августа прошлого года в Белоруссии продолжаются акции протеста. Они  начались после выборов президента, на которых в шестой раз победил  Лукашенко, набравший, по данным ЦИК, 80,1 процента  голосов. Оппозиция с  этими результатами не согласна и считает победителем Светлану Тихановскую.  Акции протеста проходят до сих пор, в основном по воскресеньям. Как  заявляют правоохранители, в последнее время они стали более радикальными  , хотя и менее массовыми и переместились с улиц во дворы домов.",https://cdn22.img.ria.ru/images/07e4/0a/1e/1582347949_0:0:2970:2048_1440x900_80_1_1_e71345bea25df7d60c09972167e59221.jpg?source-sid=rian_photo,07.01.2021 13:27,,
https://ria.ru/20210107/moment-1592210636.html,1592210636,Вирусолог назвал идеальное время для вакцинации переболевших COVID-19,"МОСКВА, 7 янв — РИА Новости. Тем, кто уже переболел COVID-19, прививаться можно будет тогда, когда количество антител снизится до показателей ""серой зоны"", заявил URA.RU научный сотрудник Центра фундаментальной трансляционной медицины, бывший заведующий лабораторией особо опасных инфекций центра ""Вектор"" Александр Чепурнов. Он пояснил, что, хотя производители тестов на антитела к коронавирусу используют разные шкалы, у всех есть ""серая зона"", которая подразумевает, что результат теста не положительный и не отрицательный. Момент, когда показатель антител приближается к этой зоне, будет наиболее подходящим для вакцинации, так как перенесенная болезнь послужит бустом и прививка даст даже лучшие результаты, считает Чепурнов. По его словам, антитела следует проверять раз в полтора месяца, так как их число постепенно снижается. Завлабораторией бионанотехнологии, микробиологии и вирусологии Новосибирского государственного университета Сергей Нетесов отметил, что вакцинация представляет собой имитацию заражения вирусом. Поэтому тот, у кого титр антител после заболевания превышает пороговые значения в три-четыре раза, уже защищен не меньше вакцинированного. Кроме того, его защищает и клеточный иммунитет, напомнил Нетесов. Гражданская вакцинация от коронавируса стартовала в России в начале декабря. Сейчас можно привиться препаратом ""Спутник V"", созданным Центром имени Гамалеи совместно с РФПИ на основе хорошо изученной платформы вектора аденовируса человека. По результатам анализа данных в заключительной контрольной точке в рамках пострегистрационного исследования он показал эффективность 91,4 процента, а для тяжелых случаев — сто процентов. Сделать прививку могут люди в возрасте от 18 лет, если у них нет хронических заболеваний, перечисленных в списке противопоказаний, и если они в последние 30 дней не делали прививок и не болели ОРВИ. Беременным и кормящим грудью женщинам вакцинация противопоказана. В первую очередь начали прививать людей из основных групп риска: врачей, учителей, соцработников, затем к ним добавились сотрудники МФЦ, учреждений культуры, предприятий торговли и сферы услуг, транспорта и энергетики, промышленности и СМИ, работники строительного комплекса, волонтеры, студенты, сотрудники банковского и финансового секторов, органов власти и бюджетных учреждений. Актуальные данные о ситуации с COVID-19 в России и мире представлены на портале стопкоронавирус.рф.",https://cdn25.img.ria.ru/images/07e4/0c/11/1589700286_0:0:3072:2048_1440x900_80_1_1_ffe4ebf5dbb382c49ebfda37d0a92015.jpg?source-sid=rian_photo,07.01.2021 10:11,,
https://ria.ru/20210107/koronavirus-1592232982.html,1592232982,Новый вариант коронавируса обнаружили в 22 странах Европы,"ЦЮРИХ, 7 янв — РИА Новости. Новый штамм коронавируса обнаружен в 22 странах Европы, сообщил в четверг глава Европейского регионального бюро Всемирной организации здравоохранения (ВОЗ) Ханс Клюге. ""Как и все вирусы, распространяющийся вирус COVID-19 со временем изменился. Я понимаю озабоченность по поводу возможного воздействия вызывающего тревогу варианта SARS-CoV-2 (VOC). Двадцать две страны Европейского региона обнаружили этот новый вариант"", — сказал Клюге в ходе онлайн-брифинга. Он отметил, что новый вариант распространяется быстрее, хотя и не сказывается на тяжести заболевания. Клюге также сказал, что новая мутация распространяется во всех возрастных группах, и отметил, что дети не относятся к группе повышенного риска. В середине декабря стало известно об обнаружении в Великобритании новой мутации коронавируса SARS-CoV-2. Позже консультационный совет по новым и возникающим респираторным вирусным угрозам Британии подтвердил, что вариант коронавируса, выявленный в стране, распространяется с большей скоростью и требует от населения еще большей осторожности. Хотя новый вариант вируса, по предварительным оценкам, может быть на 70 процентов заразней обычного, ничто пока не говорит о том, что он более опасен с точки зрения смертности или госпитализации. Последние данные о ситуации с COVID-19 в России и мире представлены на портале стопкоронавирус.рф.",https://cdn23.img.ria.ru/images/07e4/0c/0f/1589388898_0:0:3278:2048_1440x900_80_1_1_4f6e6154e6678dff7966791580711be8.jpg?source-sid=rian_photo,07.01.2021 13:56,,
https://ria.ru/20210107/khlevinskiy-1592254481.html,1592254481,"Умер сыгравший в ""Вечном зове"" и ""Большой перемене"" Валерий Хлевинский","МОСКВА, 7 янв — РИА Новости. Народный артист России, актер и педагог Валерий Хлевинский скончался на 78-м году жизни, сообщается на сайте МХТ имени А. П. Чехова. Причина смерти не уточняется. Прощание с актером пройдет 11 января. Хлевинского похоронят на Троекуровском кладбище в Москве. Валерий Хлевинский родился 14 ноября 1943 года. После неудачной попытки поступить в Школу-студию МХАТ работал во Владимирском драмтеатре, а также учился в Нижегородском театральном училище. В 1969 году он окончил Школу-студию МХАТ, а после был принят в труппу театра ""Современник"". В 2001-м пришел в МХТ имени Чехова. Актер известен благодаря ролям в таких фильмах, как ""Вся королевская рать"", ""Большая перемена"", ""Берега"", ""Вечный зов"", ""Следствие ведут ЗнаТоКи. Ответный удар"", ""Валентин и Валентина"" и многих других. В 1988 году ему присвоили звание заслуженного артиста РСФСР, а в 2002-м — звание народного артиста России.",https://cdn24.img.ria.ru/images/07e5/01/07/1592254327_0:0:695:521_1440x900_80_0_1_e99bb087d48d972a64f753ae7c3bfccf.jpg?source-sid=not_rian_photo,07.01.2021 16:40,,
https://ria.ru/20210107/zelenskiy-1592246687.html,1592246687,На Украине высмеяли реакцию Зеленского на события в Вашингтоне,"МОСКВА, 7 янв — РИА Новости. Издание ""Страна.ua"" осудило президента Украины Владимира Зеленского за критику в адрес протестующих в США. Глава государства раскритиковал произошедший накануне захват сторонниками Дональда Трампа Капитолия, назвав это событие ""ужасным нападением"" и не упомянув погибших протестующих. ""Отметим, что риторика Зеленского о событиях на украинском Майдане совершенно обратная: он скорбит о погибших от рук силовиков активистах. Но, видимо, для него события в США — ""это другое"", — говорится в комментарии издания в телеграм-канале. Накануне сторонники действующего президента Дональда Трампа во время акции в его поддержку в Вашингтоне штурмовали здание конгресса, прервав заседание, в ходе которого планировалось утвердить итоги выборов и победу Джо Байдена. Конгрессменов эвакуировали, против протестующих применили слезоточивый газ и светошумовые гранаты. По данным полиции, погибли четыре человека. Сегодня конгресс утвердил победу Байдена на президентских выборах. Это решение закрыло правовые возможности для оспаривания результатов голосования. Трамп заявил, что не согласен с результатами, но добавил, что 20 января произойдет упорядоченная передача власти.",https://cdn25.img.ria.ru/images/07e5/01/07/1592242163_0:0:3071:2048_1440x900_80_1_1_8499a32b92bb4141f2b362205691f2c5.jpg?source-sid=rian_photo,07.01.2021 15:37,,
